ASN,CC,Name,IXP Number (IX-F ID),Switch Name,IPv4 Address,IPv6 Address,MAC Address,Vendor,MANRS,IXP Switch
2484,,AFNIC,31,placeholder switch,77.95.71.33,2001:7f8:47:47::21,,,0,31+placeholder switch
15169,,Google LLC,31,,77.95.71.152,2001:7f8:47:47::98,,,1,31
49961,,FINGERPRINT TECHNOLOGIES,31,placeholder switch,77.95.71.197,2001:7f8:47:47::c5,,,0,31+placeholder switch
201246,,AVM UP,31,placeholder switch,77.95.71.154,2001:7f8:47:47::9a,,,0,31+placeholder switch
2110,IE,BT Ireland,20,swi1-cwt2-3,185.6.36.17,2001:7f8:18::2:0:1,e4:c7:22:41:6c:71,"Cisco Systems, Inc",1,20+swi1-cwt2-3
50123,,ELKEM SILICONES,31,,77.95.71.43,2001:7f8:47:47::2b,,,0,31
57103,,VOXITY,31,placeholder switch,77.95.71.156,2001:7f8:47:47::9c,,,0,31+placeholder switch
199422,,REZOPOLE,31,placeholder switch,77.95.71.196,2001:7f8:47:47::c4,,,0,31+placeholder switch
201900,,OLYMPIQUE LYONNAIS,31,placeholder switch,77.95.71.208,2001:7f8:47:47::d0,,,0,31+placeholder switch
2128,IE,INEX,20,swi1-kcp1-2,185.6.36.2,2001:7f8:18::2,6c:20:56:c0:46:d0,"Cisco Systems, Inc",1,20+swi1-kcp1-2
199422,,REZOPOLE,31,placeholder switch,77.95.66.66,2a03:9180:1:18::42,,,0,31+placeholder switch
206120,,ALPESYS/C'PRO,31,,77.95.71.68,2001:7f8:47:47::44,,,0,31
199422,,REZOPOLE,31,placeholder switch,77.95.66.77,2a03:9180:1:18::4d,,,0,31+placeholder switch
209475,,SAVOYE SASU,31,placeholder switch,77.95.71.55,2001:7f8:47:47::37,,,0,31+placeholder switch
3856,IE,Packet Clearing House,20,swi1-kcp1-1,185.6.36.61,2001:7f8:18::61,00:0c:29:b4:5a:07,"VMware, Inc.",0,20+swi1-kcp1-1
197033,,KOESIO NETWORKS,31,placeholder switch,77.95.71.72,2001:7f8:47:47::48,,,0,31+placeholder switch
43100,,Rezopole/LyonIX,31,placeholder switch,77.95.71.9,2001:7f8:47:47::9,,,1,31+placeholder switch
2027,,MILKYWAN,31,placeholder switch,77.95.71.132,2001:7f8:47:47::84,,,0,31+placeholder switch
6461,IE,Zayo,20,swi1-nwb1-1,185.6.36.141,2001:7f8:18::141,08:81:f4:94:2f:cf,Juniper Networks,1,20+swi1-nwb1-1
206120,,ALPESYS/C'PRO,31,,77.95.71.20,2001:7f8:47:47::14,,,0,31
9002,IE,RETN GmbH,645,swi2-pwt2-1,194.88.240.81,2001:7f8:18:12::81,80:7f:f8:55:2c:1d,Juniper Networks,1,645+swi2-pwt2-1
6461,,Zayo,31,placeholder switch,77.95.71.77,2001:7f8:47:47::4d,,,1,31+placeholder switch
43100,,Rezopole/LyonIX,31,placeholder switch,77.95.71.19,2001:7f8:47:47::13,,,1,31+placeholder switch
6830,IE,Liberty Global Technology Services B.V.,20,swi1-kcp1-1,185.6.36.39,2001:7f8:18::39,00:1d:b5:20:f3:8b,Juniper Networks,0,20+swi1-kcp1-1
39305,,GROUPE CONVERGENCE.COM,31,placeholder switch,77.95.71.35,2001:7f8:47:47::23,,,0,31+placeholder switch
213317,,SIEA LI@IN,31,placeholder switch,77.95.71.160,2001:7f8:47:47::a0,,,0,31+placeholder switch
35482,,AURA-SI,31,placeholder switch,77.95.71.36,2001:7f8:47:47::24,,,0,31+placeholder switch
208014,,IT METRIX,31,placeholder switch,77.95.71.211,2001:7f8:47:47::d3,,,0,31+placeholder switch
47548,,FLOW LINE TECHNOLOGIES,31,placeholder switch,77.95.71.148,2001:7f8:47:47::94,,,0,31+placeholder switch
8220,IE,Colt Technology Services GmbH,20,swi1-cwt1-1,185.6.36.86,2001:7f8:18::86,44:f4:77:06:8f:c1,Juniper Networks,1,20+swi1-cwt1-1
43100,,Rezopole/LyonIX,31,placeholder switch,77.95.71.253,2001:7f8:47:47::fd,,,1,31+placeholder switch
203058,,TIMS,31,,77.95.71.212,2001:7f8:47:47::d4,,,0,31
213317,,SIEA LI@IN,31,placeholder switch,77.95.71.159,2001:7f8:47:47::9f,,,0,31+placeholder switch
41327,,Fiber Telecom S.p.A.,31,,77.95.71.161,2001:7f8:47:47::a1,,,1,31
212346,,ID-SYS,31,placeholder switch,77.95.71.162,2001:7f8:47:47::a2,,,0,31+placeholder switch
208014,,IT METRIX,31,placeholder switch,77.95.71.195,2001:7f8:47:47::c3,,,0,31+placeholder switch
8298,NL,IPng Networks GmbH,681,asw2.ams2.nl,185.1.32.74,2001:7f8:8f::a500:8298:1,,,0,681+asw2.ams2.nl
197662,,NC2,31,,77.95.71.45,2001:7f8:47:47::2d,,,0,31
62000,,Datawire,31,,77.95.71.166,2001:7f8:47:47::a6,,,0,31
10310,IE,Yahoo India Pvt. Ltd,20,swi1-nwb1-1,185.6.36.77,2001:7f8:18::77,44:f4:77:93:aa:03,Juniper Networks,0,20+swi1-nwb1-1
206874,,KYXAR,31,placeholder switch,77.95.71.167,2001:7f8:47:47::a7,,,0,31+placeholder switch
16171,IE,Strencom,646,swic-cix-edge1,185.1.69.14,,2c:33:11:a7:4f:03,"Cisco Systems, Inc",0,646+swic-cix-edge1
2906,NL,Netflix,681,asw1.ams1.nl,185.1.32.71,2001:7f8:8f::a500:2906:1,,,1,681+asw1.ams1.nl
6939,NL,Hurricane Electric,681,asw1.ams2.nl,185.1.32.17,2001:7f8:8f::a500:6939:1,,,0,681+asw1.ams2.nl
9009,NL,M247 Europe SRL,681,asw1.ams2.nl,185.1.32.8,2001:7f8:8f::a500:9009:1,,,0,681+asw1.ams2.nl
9009,NL,M247 Europe SRL,681,asw1.ams1.nl,185.1.32.8,2001:7f8:8f::a500:9009:1,,,0,681+asw1.ams1.nl
28917,NL,Fiord,681,asw1.ams2.nl,185.1.32.15,2001:7f8:8f::a502:8917:1,,,0,681+asw1.ams2.nl
16247,IE,M247 UK Ltd,645,swi2-pwt2-1,194.88.240.79,2001:7f8:18:12::79,d4:6a:35:96:78:03,"Cisco Systems, Inc",0,645+swi2-pwt2-1
25091,NL,IP-Max SA,681,asw2.ams2.nl,185.1.32.75,2001:7f8:8f::a502:5091:1,,,0,681+asw2.ams2.nl
38965,NL,HostIn,681,asw1.ams2.nl,185.1.32.39,2001:7f8:8f::a503:8965:1,,,0,681+asw1.ams2.nl
16509,IE,Amazon.com,645,swi2-nwb1-3,194.88.240.32,2001:7f8:18:12::32,ec:38:73:38:d5:2d,Juniper Networks,1,645+swi2-nwb1-3
39533,NL,Asympto Networks Kft,681,asw2.ams2.nl,185.1.32.58,2001:7f8:8f::a503:9533:1,,,0,681+asw2.ams2.nl
39637,NL,Ades B.V.,681,asw1.ams2.nl,185.1.32.57,2001:7f8:8f::a503:9637:1,,,0,681+asw1.ams2.nl
42093,NL,InterRacks,681,asw2.ams2.nl,185.1.32.81,2001:7f8:8f::a504:2093:1,,,0,681+asw2.ams2.nl
43414,NL,H2B IT Solutions,681,asw1.ams2.nl,185.1.32.36,2001:7f8:8f::a524:3414:1,,,0,681+asw1.ams2.nl
19551,IE,Imperva Incapsula,645,swi2-nwb1-1,194.88.240.105,2001:7f8:18:12::105,84:03:28:62:90:34,Juniper Networks,0,645+swi2-nwb1-1
44358,NL,Kaunas University of Technology,681,asw1.thg1.nl,185.1.32.30,2001:7f8:8f::a504:4358:1,,,0,681+asw1.thg1.nl
20326,IE,Teraswitch Inc,20,swi1-kcp1-2,185.6.36.164,2001:7f8:18::164,f4:b5:2f:a5:77:2b,Juniper Networks,0,20+swi1-kcp1-2
50522,NL,Pocos,681,asw1.ams2.nl,185.1.32.43,2001:7f8:8f::a505:522:1,,,0,681+asw1.ams2.nl
44854,NL,ERITAP,681,asw2.ams2.nl,185.1.32.69,2001:7f8:8f::a504:4854:1,,,0,681+asw2.ams2.nl
21320,IE,GEANT Vereniging,20,swi1-cwt2-1,185.6.36.108,2001:7f8:18::108,ac:4b:c8:99:67:ce,Juniper Networks,1,20+swi1-cwt2-1
58075,NL,X2com,681,asw1.ams2.nl,185.1.32.49,,,,0,681+asw1.ams2.nl
22822,IE,Limelight Networks,20,swi1-pwt1-3,185.6.36.152,2001:7f8:18::152,28:99:3a:61:db:bb,Arista Networks,0,20+swi1-pwt1-3
58291,NL,ColoCenter,681,asw1.ams2.nl,185.1.32.5,2001:7f8:8f::a505:8291:1,,,0,681+asw1.ams2.nl
41678,IE,The Internet Business t/a TIBUS,645,swi2-kcp1-2,194.88.240.30,,e4:c7:22:5e:e5:d4,"Cisco Systems, Inc",0,645+swi2-kcp1-2
58291,NL,ColoCenter,681,asw1.thg1.nl,185.1.32.5,2001:7f8:8f::a505:8291:1,,,0,681+asw1.thg1.nl
49870,NL,Alsycon B.V._CTR00F6SXSOIVF4,681,asw2.ams2.nl,185.1.32.86,2001:7f8:8f::a504:9870:1,,,0,681+asw2.ams2.nl
60068,NL,CDN77,681,asw1.ams2.nl,185.1.32.46,2001:7f8:8f::a560:68:1,,,0,681+asw1.ams2.nl
137409,NL,GSL Networks,681,asw1.ams1.nl,185.1.32.72,2001:7f8:8f::a513:7409:1,,,0,681+asw1.ams1.nl
36692,IE,Cisco Umbrella (OpenDNS),20,swi1-pwt1-1,185.6.36.135,2001:7f8:18::135,40:ce:24:54:04:ba,"Cisco Systems, Inc",0,20+swi1-pwt1-1
199330,NL,CentralNic Ltd.,681,asw1.thg1.nl,185.1.32.20,2001:7f8:8f::a519:9330:1,,,0,681+asw1.thg1.nl
51942,NL,EK-Media,681,asw1.thg1.nl,185.1.32.6,2001:7f8:8f::a505:1942:1,,,0,681+asw1.thg1.nl
204805,NL,Voiped Wholesale,681,asw2.ams2.nl,185.1.32.80,2001:7f8:8f::a520:4805:1,,,0,681+asw2.ams2.nl
39122,IE,Blacknight Internet Solutions Limited,20,swi1-cwt2-1,185.6.36.35,2001:7f8:18::21:0:1,08:ec:f5:0d:6a:59,"Cisco Systems, Inc",0,20+swi1-cwt2-1
206389,NL,Libernet,681,asw1.ams2.nl,185.1.32.52,,,,0,681+asw1.ams2.nl
207489,NL,RDK IT Solutions,681,asw1.ams2.nl,185.1.32.54,2001:7f8:8f::a520:7489:1,,,0,681+asw1.ams2.nl
60557,NL,Alpine North,681,asw2.ams2.nl,185.1.32.73,2001:7f8:8f::a506:557:1,,,0,681+asw2.ams2.nl
39122,IE,Blacknight Internet Solutions Limited,20,swi1-kcp1-2,185.6.36.162,2001:7f8:18::162,f0:d7:af:2c:aa:aa,IEEE Registration Authority,0,20+swi1-kcp1-2
212635,NL,AS212635,681,asw2.ams2.nl,185.1.32.77,2001:7f8:8f::a521:2635:1,,,1,681+asw2.ams2.nl
212855,NL,LUJE.net,681,asw2.ams2.nl,185.1.32.62,2001:7f8:8f::a521:2855:1,,,0,681+asw2.ams2.nl
44212,IE,Net1,645,swi2-cwt2-1,194.88.240.52,2001:7f8:18:12::52,c4:ad:34:d4:06:58,Routerboard.com,0,645+swi2-cwt2-1
213035,NL,Serverion,681,asw1.ams2.nl,185.1.32.56,2001:7f8:8f::a521:3035:1,,,0,681+asw1.ams2.nl
61349,NL,MaxiTEL Telecom B.V.,681,asw1.ams2.nl,185.1.32.2,2001:7f8:8f::a506:1349:1,,,0,681+asw1.ams2.nl
42,,Packet Clearing House AS42,40,,193.169.198.202,2001:7f8:58::2a:0:1,,,0,40
62068,NL,SpectraIP B.V.,681,asw2.ams2.nl,185.1.32.87,2001:7f8:8f::a506:2068:1,,,0,681+asw2.ams2.nl
3303,,Swisscom,40,,193.169.198.69,2001:7f8:58::ce7:0:1,,,1,40
3856,,Packet Clearing House,40,,193.169.198.201,2001:7f8:58::f10:0:1,,,0,40
6939,,Hurricane Electric,40,,193.169.198.70,2001:7f8:58::1b1b:0:1,,,0,40
61145,IE,Real Broadband,645,swi2-cwt2-1,194.88.240.82,,6c:b3:11:3c:05:a4,"Shenzhen Lianrui Electronics Co.,Ltd",0,645+swi2-cwt2-1
8075,,Microsoft,40,,193.169.198.74,2001:7f8:58::1f8b:0:1,,,1,40
8262,,Evolink,40,,193.169.198.108,2001:7f8:58::2046:0:2,,,0,40
5483,,Combridge,40,,193.169.198.92,2001:7f8:58::156b:0:1,,,0,40
61194,IE,Ekco Cloud Ireland Limited,645,swi2-pwt1-1,194.88.240.43,,84:78:ac:33:6f:b2,"Cisco Systems, Inc",0,645+swi2-pwt1-1
8262,,Evolink,40,,193.169.198.123,,,,0,40
8880,,Economedia,40,,193.169.198.253,,,,0,40
8262,,Evolink,40,,193.169.198.101,2001:7f8:58::2046:0:1,,,0,40
62059,IE,Conway Broadband,645,swi2-cwt1-1,194.88.240.47,2001:7f8:18:12::47,74:4d:28:27:96:60,Routerboard.com,0,645+swi2-cwt1-1
8932,,Ucom,40,,193.169.198.98,2001:7f8:58::22e4:0:1,,,0,40
9070,,Cooolbox,40,,193.169.198.115,2001:7f8:58::236e:0:1,,,0,40
196737,IE,Airwave,646,swic-cix-edge1,185.1.69.20,,e4:8d:8c:08:71:a4,Routerboard.com,0,646+swic-cix-edge1
12829,,AngelSoft,40,,193.169.198.137,,,,0,40
8280,,Synapsecom Telecoms SA,40,,193.169.198.106,2001:7f8:58::2058:0:1,,,1,40
12982,,Mobile.bg/Imot.bg,40,,193.169.198.111,,,,0,40
13172,,ESO,40,,193.169.198.173,2001:7f8:58::3374:0:2,,,0,40
15133,,Verizon Digital Media Services (EdgeCast Networks),40,,193.169.198.86,2001:7f8:58::3b1d:0:1,,,0,40
8717,,Sofia Connect EAD,40,,193.169.198.130,2001:7f8:58::220d:0:2,,,0,40
15169,,Google LLC,40,,193.169.198.80,2001:7f8:58::3b41:0:1,,,1,40
51677,IE,Digital Planet,20,swi1-pwt2-1,185.6.36.97,,24:e9:b3:52:ff:03,"Cisco Systems, Inc",0,20+swi1-pwt2-1
16344,,Information Services AD.,40,,193.169.198.134,,,,0,40
8866,,Sofia Connect EAD,40,,193.169.198.164,2001:7f8:58::22a2:0:2,,,0,40
204536,IE,NUACOM,645,swi2-kcp1-2,194.88.240.72,,b4:96:91:1f:62:80,Intel Corporate,0,645+swi2-kcp1-2
20911,,Netsurf,40,,193.169.198.215,,,,0,40
9070,,Cooolbox,40,,193.169.198.118,2001:7f8:58::236e:0:4,,,0,40
20911,,Netsurf,40,,193.169.198.216,,,,0,40
20940,,Akamai Technologies,40,,193.169.198.88,2001:7f8:58::51cc:0:1,,,1,40
56911,IE,WARIAN,20,swi1-kcp1-2,185.6.36.138,2001:7f8:18::138,44:f4:77:99:46:03,Juniper Networks,1,20+swi1-kcp1-2
25374,,Escom,40,,193.169.198.225,2001:7f8:58::631e:0:1,,,0,40
10310,,Yahoo India Pvt. Ltd,40,,193.169.198.99,2001:7f8:58::2846:0:2,,,0,40
29366,,A Data Pro Ltd.,40,,193.169.198.255,,,,0,40
29582,,Optisprint,40,,193.169.198.221,2001:7f8:58::738e:0:1,,,0,40
62129,IE,Wireless Connect,20,swi1-pwt1-1,185.6.36.136,2001:7f8:18::136,44:4c:a8:0d:ef:a5,Arista Networks,1,20+swi1-pwt1-1
29582,,Optisprint,40,,193.169.198.222,2001:7f8:58::738e:0:2,,,0,40
12297,,Telecom Armenia,40,,193.169.198.84,2001:7f8:58::3009:0:1,,,0,40
29667,,Atlantis Net,40,,193.169.198.220,2001:7f8:58::73e3:0:2,,,0,40
200005,IE,Akamai Technologies Ireland Ltd,20,swi1-pwt1-1,185.6.36.100,2001:7f8:18::100,18:8b:9d:d7:6d:07,"Cisco Systems, Inc",0,20+swi1-pwt1-1
31042,,Serbia Broadband,40,,193.169.198.76,2001:7f8:58::7942:0:1,,,0,40
12829,,AngelSoft,40,,193.169.198.136,,,,0,40
206663,IE,MTS Media,20,swi1-cwt2-1,185.6.36.111,,2c:c8:1b:99:53:21,Routerboard.com,0,20+swi1-cwt2-1
31083,,Telepoint,40,,193.169.198.195,,,,0,40
12982,,Mobile.bg/Imot.bg,40,,193.169.198.119,,,,0,40
15440,LT,Baltnetos Komunikacijos Customers,741,P26-SW,77.241.206.2,2001:1ab8:8486::2,14:18:77:e0:2d:33,Dell Inc.,0,741+P26-SW
31250,,Online Direct,40,,193.169.198.163,,,,0,40
31287,,IPACCT,40,,193.169.198.140,2001:7f8:58::7a37:0:1,,,0,40
16509,,Amazon.com,40,,193.169.198.83,2001:7f8:58::407d:0:1,,,1,40
62282,LT,RACKRAY,741,P26-SW,77.241.206.15,,44:ec:ce:f7:3f:73,Juniper Networks,0,741+P26-SW
31293,,ITNS Global,40,,193.169.198.154,2001:7f8:58::7a3d:0:1,,,0,40
31293,,ITNS Global,40,,193.169.198.155,,,,0,40
20682,,BGOne,40,,193.169.198.138,,,,0,40
24645,LT,CSC,741,J13-SW,,2001:1ab8:8486::29,64:d1:54:cf:ef:d1,Routerboard.com,0,741+J13-SW
31298,,Zulu,40,,193.169.198.233,,,,0,40
22822,,Limelight Networks,40,,193.169.198.77,2001:7f8:58::5926:0:1,,,0,40
39067,LT,Etanetas,741,J13-SW,77.241.206.35,,,,0,741+J13-SW
34984,,Superonline Iletisim Hizmetleri A.S,40,,193.169.198.180,,,,0,40
24770,,Unix Solutions,40,,193.169.198.174,,,,0,40
34984,,Superonline Iletisim Hizmetleri A.S,40,,193.169.198.181,,,,0,40
35761,,mitko.com,40,,193.169.198.176,2001:7f8:58::8bb1:0:1,,,0,40
29632,,NetAssist,40,,193.169.198.214,2001:7f8:58::73c0:0:1,,,0,40
35761,,mitko.com,40,,193.169.198.178,2001:7f8:58::8bb1:0:2,,,0,40
38932,,Rimex Ltd.,40,,193.169.198.153,,,,0,40
29687,,VarnaLan,40,,193.169.198.184,,,,0,40
39184,,UltraNet,40,,193.169.198.65,,,,0,40
31029,,M-REAL NET LTD,40,,193.169.198.193,2001:7f8:58::7935:0:1,,,0,40
39251,,Netguard,40,,193.169.198.211,2001:7f8:58::9953:0:2,,,0,40
39505,,Vestitel BG,40,,193.169.199.67,2001:7f8:58::9a51:0:2,,,0,40
34224,,Neterra,40,,193.169.198.207,2001:7f8:58::85b0:0:2,,,0,40
42248,,Vida Optics,40,,193.169.198.158,,,,0,40
34224,,Neterra,40,,193.169.198.226,2001:7f8:58::85b0:0:3,,,0,40
43205,,Sofia Connect EAD,40,,193.169.198.224,,,,0,40
34569,,Sofia Connect EAD,40,,193.169.198.142,,,,0,40
44814,,Bulgartel EAD,40,,193.169.198.160,,,,0,40
34569,,Sofia Connect EAD,40,,193.169.198.143,,,,0,40
48115,,Sensika Technologies,40,,193.169.198.132,,,,0,40
39251,,Netguard,40,,193.169.198.210,2001:7f8:58::9953:0:1,,,0,40
48452,,Traffic Broadband Communications,40,,193.169.198.67,,,,0,40
41313,,Novatel,40,,193.169.198.199,2001:7f8:58::a161:0:2,,,0,40
48452,,Traffic Broadband Communications,40,,193.169.198.79,,,,0,40
42100,,WITmind,40,,193.169.198.147,,,,0,40
54113,,"Fastly, Inc.",40,,193.169.198.95,2001:7f8:58::d361:0:2,,,0,40
43205,,Sofia Connect EAD,40,,193.169.198.223,,,,0,40
57344,,Telehouse AD,40,,193.169.198.171,,,,0,40
43561,,NET1 Ltd.,40,,193.169.198.218,2001:7f8:58::aa29:0:1,,,0,40
57344,,Telehouse AD,40,,193.169.198.204,,,,0,40
44313,,SetService,40,,193.169.198.182,,,,0,40
60051,,EarthLink Telecommunications Equipment,40,,193.169.199.74,2001:7f8:58::ea93:0:1,,,0,40
44814,,Bulgartel EAD,40,,193.169.198.159,,,,0,40
61071,,NETBOX LTD,40,,193.169.198.105,,,,0,40
44901,,S3 Company Ltd,40,,193.169.198.192,2001:7f8:58::af65:0:1,,,0,40
138915,,Kaopu Cloud HK,40,,193.169.199.68,2001:7f8:58::1ea3:2:1,,,0,40
47697,,BIX.BG External AS,40,,193.169.199.254,2001:7f8:58::3d35:0:254,,,0,40
197216,,Delta.BG,40,,193.169.198.186,2001:7f8:58::260:3:1,,,0,40
49737,,Jobs.bg/Cars.bg/Homes.bg,40,,193.169.198.120,,,,0,40
198228,,Silistra Telecom,40,,193.169.198.250,2001:7f8:58::654:3:3,,,0,40
49832,,Qbic Communications,40,,193.169.198.113,2001:7f8:58::c2a8:0:2,,,0,40
200533,,initLab,40,,193.169.198.230,2001:7f8:58::f55:3:1,,,0,40
51582,,Sofia Connect EAD,40,,193.169.198.197,,,,0,40
202543,,AbsCloud®,40,,193.169.198.217,2001:7f8:58::172f:3:2,,,0,40
56630,,"Melbicom, LLC",40,,193.169.198.209,2001:7f8:58::dd36:0:1,,,0,40
202543,,AbsCloud®,40,,193.169.198.252,2001:7f8:58::172f:3:4,,,0,40
57344,,Telehouse AD,40,,193.169.198.166,2001:7f8:58::e000:0:1,,,0,40
203954,,ITNS Global,40,,193.169.198.150,2001:7f8:58::1cb2:3:1,,,0,40
57344,,Telehouse AD,40,,193.169.198.168,,,,0,40
211181,,Civitelecom,40,,193.169.199.64,2001:7f8:58::38ed:3:1,,,0,40
57344,,Telehouse AD,40,,193.169.198.170,,,,0,40
3856,,Packet Clearing House,53,,198.32.231.21,2404:2c00:ffff:e::21,,,0,53
57344,,Telehouse AD,40,,193.169.198.203,,,,0,40
8674,,Netnod Internet Exchange i Sverige Ab,53,,198.32.231.16,,,,1,53
60447,,I-Net,40,,193.169.198.179,,,,0,40
17501,,WorldLink,53,,198.32.231.5,2404:2c00:ffff:e::5,,,0,53
61071,,NETBOX LTD,40,,193.169.198.165,,,,0,40
38217,,Dataspace,53,,198.32.231.1,2404:2c00:ffff:e::1,,,0,53
61071,,NETBOX LTD,40,,193.169.198.190,,,,0,40
45353,,NITC,53,,198.32.231.13,2404:2c00:ffff:e::13,,,0,53
197216,,Delta.BG,40,,193.169.198.187,2001:7f8:58::260:3:2,,,0,40
45424,,Himalayan Online Service Pvt. Ltd,53,,198.32.231.50,,,,0,53
198259,,Ecom Service,40,,193.169.198.229,2001:7f8:58::673:3:2,,,0,40
45650,,Vianet,53,,198.32.231.14,2404:2c00:ffff:e::14,,,1,53
198259,,Ecom Service,40,,193.169.198.240,,,,0,40
58504,,Techminds,53,,198.32.231.25,2404:2c00:ffff:e::25,,,0,53
200533,,initLab,40,,193.169.198.231,2001:7f8:58::f55:3:2,,,0,40
131341,,Department of IT,53,,198.32.231.38,2404:2c00:ffff:e::38,,,0,53
200899,,INTERSPACE,40,,193.169.198.227,2001:7f8:58::10c3:3:1,,,0,40
133092,,F1 Soft,53,,198.32.231.33,2404:2c00:ffff:e::33,,,0,53
201133,,Verdina,40,,193.169.198.191,2001:7f8:58::27b8:3:1,,,0,40
135335,,Max Net Solution PVT LTD,53,,198.32.231.54,,,,0,53
202543,,AbsCloud®,40,,193.169.198.200,2001:7f8:58::172f:3:1,,,0,40
136047,,InfoDevelopers,53,,198.32.231.62,,,,0,53
204281,,NetX,40,,193.169.198.188,2001:7f8:58::31df:9000:1,,,0,40
136763,,Unified Communication Pvt.Ltd,53,,198.32.231.58,2404:2c00:ffff:e::58,,,0,53
204639,,H-TECH,40,,193.169.198.238,,,,0,40
139922,,Simple Media Network PVT LTD,53,,198.32.231.56,,,,0,53
209681,,Deltacom,40,,193.169.198.246,2001:7f8:58::3311:3:1,,,0,40
42,NG,Packet Clearing House AS42,60,los-rc-sw1,196.216.148.44,2001:43f8:bb1::44,,,0,60+los-rc-sw1
210021,,DIL Technology,40,,193.169.199.70,2001:7f8:58::3465:3:1,,,0,40
3491,NG,PCCW Global,60,los-med-sw1,196.216.148.94,2001:43f8:bb1::94,,,0,60+los-med-sw1
211526,,EGOV.BG,40,,193.169.198.242,2001:7f8:58::3a46:3:1,,,0,40
3856,NG,Packet Clearing House,60,los-rc-sw1,196.216.148.45,2001:43f8:bb1::45,,,0,60+los-rc-sw1
212250,,Awal Telecom,40,,193.169.198.144,2001:7f8:58::3d1a:3:1,,,0,40
4004,NG,Orange Business Services,60,los-med-sw1,196.216.148.103,2001:43f8:bb1::103,,,0,60+los-med-sw1
4007,,Subisu,53,,198.32.231.2,2404:2c00:ffff:e::2,,,1,53
4809,NG,China Telecom / CN2,60,los-mdx-sw1,196.216.148.59,2001:43f8:bb1::59,,,1,60+los-mdx-sw1
23647,,Communication & Communicate,53,,198.32.231.37,2404:2c00:ffff:e::37,,,0,53
6774,NG,Belgacom International Carrier Services,60,los-mdx-sw1,196.216.148.74,2001:43f8:bb1::74,,,0,60+los-mdx-sw1
45170,,Nepal Research and Education Netwrok,53,,198.32.231.18,2404:2c00:ffff:e::18,,,0,53
8849,NG,Melbicom,60,los-rc-sw1,196.216.148.80,,,,0,60+los-rc-sw1
55427,,Broad Link,53,,198.32.231.22,2404:2c00:ffff:e::22,,,0,53
11344,NG,GGC,60,los-med-sw1,196.216.148.26,2001:43f8:bb1::26,,,0,60+los-med-sw1
133179,,Syntegrate,53,,198.32.231.7,2404:2c00:ffff:e::7,,,0,53
12041,NG,Afilias,60,los-mdx-sw2,196.216.148.58,2001:43f8:bb1::58,,,0,60+los-mdx-sw2
133557,,Loop Networks Pvt  Ltd,53,,198.32.231.39,2404:2c00:ffff:e::39,,,0,53
16284,NG,Vodacom Business Nigeria,60,los-med-sw1,196.216.148.9,2001:43f8:bb1::9,,,0,60+los-med-sw1
133923,,Kantipur Publications,53,,198.32.231.30,,,,0,53
30998,NG,NETFINITY,953,ixp-abj-sw1,196.216.150.4,2001:43f8:bb1:150::4,,,0,953+ixp-abj-sw1
135043,,DOEN Net (chitrawan unique net),53,,198.32.231.63,,,,0,53
32934,NG,Facebook Inc,60,los-med-sw3,196.216.148.66,2001:43f8:bb1::66,,,1,60+los-med-sw3
135337,,Cloud Himalaya,53,,198.32.231.34,2404:2c00:ffff:e::34,,,1,53
36920,NG,KKON Technologies,60,los-med-sw1,196.216.148.70,2001:43f8:bb1::70,,,0,60+los-med-sw1
136477,,PDS Server Network Pvt.Ltd,53,,198.32.231.64,,,,0,53
36920,NG,KKON Technologies,954,ixp-phc-sw1,196.216.151.7,2001:43f8:bb1:151::7,,,0,954+ixp-phc-sw1
136530,,Ultranet Communication Pvt. Ltd.,53,,,,,,1,53
36920,NG,KKON Technologies,953,ixp-abj-sw1,196.216.150.28,,,,0,953+ixp-abj-sw1
136908,,Sky Broadband Pvt. Ltd.,53,,198.32.231.43,,,,1,53
36923,NG,Swift Networks,60,los-med-sw1,196.216.148.12,2001:43f8:bb1::12,,,0,60+los-med-sw1
137011,,Highland Media Pvt. ltd,53,,198.32.231.42,,,,0,53
36923,NG,Swift Networks,60,los-mdx-sw2,196.216.148.72,2001:43f8:bb1::72,,,0,60+los-mdx-sw2
137978,,CDS and Clearing Limited,53,,198.32.231.55,,,,0,53
36932,NG,INTERNET EXCHANGE POINT OF NIGERIA,60,los-icn-sw1,196.216.148.15,2001:43f8:bb1::15,,,0,60+los-icn-sw1
138350,,Prabhu TV,53,,198.32.231.44,,,,0,53
36938,NG,NIRA,60,los-rc-sw1,196.216.148.8,2001:43f8:bb1::8,,,0,60+los-rc-sw1
8057,NG,Vision Net Inc.,60,los-rc-sw1,196.216.148.85,2001:43f8:bb1::85,,,0,60+los-rc-sw1
37192,NG,ECNX,952,ixp-kan-sw1,196.216.150.129,2001:43f8:bb1:150::129,,,0,952+ixp-kan-sw1
8057,NG,Vision Net Inc.,60,los-rc-sw1,196.216.148.86,2001:43f8:bb1::86,,,0,60+los-rc-sw1
37222,NG,ICNL,60,los-icn-sw1,196.216.148.21,2001:43f8:bb1::21,,,0,60+los-icn-sw1
20598,NG,Cyber Space,60,los-med-sw1,196.216.148.2,2001:43f8:bb1::2,,,0,60+los-med-sw1
37280,NG,Broadbased Communications,60,los-icn-sw1,196.216.148.24,2001:43f8:bb1::24,,,0,60+los-icn-sw1
