IXP Number (IX-F ID),Name,Metro,Switch Name,Switch Model,Software Version,Peering DB Facility ID,Coordinates,IPv4,IPv6,MANRS,ASN Sum,IXP Switch
2,AMS-IX,Rotterdam,edge-smt-022,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,1,2+edge-smt-022
2,AMS-IX,Amsterdam,pxc-tc5-159,,,,,80.249.208.0/21,2001:7f8:1::/64,1,11,2+pxc-tc5-159
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1g-stc.sth.netnod.se,,,,,212.237.192.0/24/24,2001:7f8:d:202::/64/64,1,6,5+co1g-stc.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-nik-126,,,,,80.249.208.0/21,2001:7f8:1::/64,1,25,2+pxc-nik-126
2,AMS-IX,Amsterdam,pxc-tc5-163,,,,,80.249.208.0/21,2001:7f8:1::/64,1,9,2+pxc-tc5-163
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1g-eqb.sth.netnod.se,,,,,212.237.193.0/24/24,2001:7f8:d:203::/64/64,1,13,5+co1g-eqb.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-nik-127,,,,,80.249.208.0/21,2001:7f8:1::/64,1,21,2+pxc-nik-127
2,AMS-IX,Naaldwijk,edge-grn-023,,,,,80.249.208.0/21,2001:7f8:1::/64,1,1,2+edge-grn-023
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-gcs.sth.netnod.se,,,,,212.237.193.0/24/24,2001:7f8:d:203::/64/64,1,1,5+ag1b-gcs.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-nik-133,,,,,80.249.208.0/21,2001:7f8:1::/64,1,20,2+pxc-nik-133
2,AMS-IX,Amsterdam,pxc-sar-101,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,8,2+pxc-sar-101
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-ixa.sth.netnod.se,,,,,212.237.193.0/24/24,2001:7f8:d:203::/64/64,1,13,5+ag1g-ixa.sth.netnod.se
2,AMS-IX,Amsterdam,edge-nik-011,,,,,80.249.208.0/21,2001:7f8:1::/64,1,19,2+edge-nik-011
2,AMS-IX,Amsterdam,edge-eqx-015,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,7,2+edge-eqx-015
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-stb.sth.netnod.se,,,,,212.237.193.0/24/24,2001:7f8:d:203::/64/64,1,17,5+ag1b-stb.sth.netnod.se
2,AMS-IX,Amsterdam,edge-ixn-016,,,,,80.249.208.0/21,2001:7f8:1::/64,1,3,2+edge-ixn-016
2,AMS-IX,Amsterdam,pxc-sar-111,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,13,2+pxc-sar-111
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-vst.sth.netnod.se,,,,,212.237.193.0/24/24,2001:7f8:d:203::/64/64,1,11,5+ag1b-vst.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-sar-134,,,,,80.249.208.0/21,2001:7f8:1::/64,1,13,2+pxc-sar-134
2,AMS-IX,Amsterdam,edge-nik-011,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,19,2+edge-nik-011
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-vst.sth.netnod.se,,,,,212.237.193.0/24/24,2001:7f8:d:203::/64/64,1,7,5+ag1g-vst.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-tc5-151,,,,,80.249.208.0/21,2001:7f8:1::/64,1,15,2+pxc-tc5-151
2,AMS-IX,Amsterdam,edge-eun-014,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,4,2+edge-eun-014
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-eqb.sth.netnod.se,,,,,194.68.130.0/24/24,2001:7f8:d:100::/64/64,1,17,5+ag1b-eqb.sth.netnod.se
2,AMS-IX,Amsterdam,edge-sar-010,,,,,80.249.208.0/21,2001:7f8:1::/64,1,10,2+edge-sar-010
2,AMS-IX,Amsterdam,pxc-tc5-144,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,17,2+pxc-tc5-144
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1g-eqb.sth.netnod.se,,,,,194.68.130.0/24/24,2001:7f8:d:100::/64/64,1,13,5+co1g-eqb.sth.netnod.se
2,AMS-IX,Amsterdam,edge-tc5-019,,,,,80.249.208.0/21,2001:7f8:1::/64,1,8,2+edge-tc5-019
2,AMS-IX,Amsterdam,edge-tc5-019,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,8,2+edge-tc5-019
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1b-ixa.sth.netnod.se,,,,,194.68.130.0/24/24,2001:7f8:d:100::/64/64,1,8,5+co1b-ixa.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-tel-152,,,,,80.249.208.0/21,2001:7f8:1::/64,1,10,2+pxc-tel-152
2,AMS-IX,Amsterdam,pxc-tc4-136,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,3,2+pxc-tc4-136
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1b-stb.sth.netnod.se,,,,,194.68.130.0/24/24,2001:7f8:d:100::/64/64,1,5,5+co1b-stb.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-tel-158,,,,,80.249.208.0/21,2001:7f8:1::/64,1,13,2+pxc-tel-158
2,AMS-IX,Amsterdam,pxc-tel-138,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,11,2+pxc-tel-138
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-stc.sth.netnod.se,,,,,194.68.130.0/24/24,2001:7f8:d:100::/64/64,1,12,5+ag1g-stc.sth.netnod.se
2,AMS-IX,Amsterdam,edge-eq3-020,,,,,80.249.208.0/21,2001:7f8:1::/64,1,9,2+edge-eq3-020
2,AMS-IX,Amsterdam,pxc-tel-147,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,6,2+pxc-tel-147
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1g-stc.sth.netnod.se,,,,,194.68.130.0/24/24,2001:7f8:d:100::/64/64,1,6,5+co1g-stc.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-dr1-173,,,,,80.249.208.0/21,2001:7f8:1::/64,1,14,2+pxc-dr1-173
2,AMS-IX,Amsterdam,pxc-tel-158,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,13,2+pxc-tel-158
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-eqb.sth.netnod.se,,,,,195.69.116.0/24/24,2001:7f8:d:101::/64/64,1,19,5+ag1g-eqb.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-eq3-145,,,,,80.249.208.0/21,2001:7f8:1::/64,1,12,2+pxc-eq3-145
2,AMS-IX,Amsterdam,pxc-eq3-160,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,17,2+pxc-eq3-160
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-ixa.sth.netnod.se,,,,,195.69.116.0/24/24,2001:7f8:d:101::/64/64,1,13,5+ag1g-ixa.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-eq3-153,,,,,80.249.208.0/21,2001:7f8:1::/64,1,20,2+pxc-eq3-153
2,AMS-IX,Amsterdam,pxc-eqx-139,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,21,2+pxc-eqx-139
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1b-ixa.sth.netnod.se,,,,,195.69.116.0/24/24,2001:7f8:d:101::/64/64,1,8,5+co1b-ixa.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-eq3-160,,,,,80.249.208.0/21,2001:7f8:1::/64,1,17,2+pxc-eq3-160
2,AMS-IX,Amsterdam,pxc-eqx-165,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,14,2+pxc-eqx-165
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-stc.sth.netnod.se,,,,,195.69.116.0/24/24,2001:7f8:d:101::/64/64,1,12,5+ag1g-stc.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-eqx-132,,,,,80.249.208.0/21,2001:7f8:1::/64,1,2,2+pxc-eqx-132
2,AMS-IX,Haarlem,pxc-evo-157,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,10,2+pxc-evo-157
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-vst.sth.netnod.se,,,,,195.69.116.0/24/24,2001:7f8:d:101::/64/64,1,11,5+ag1b-vst.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-eun-166,,,,,80.249.208.0/21,2001:7f8:1::/64,1,3,2+pxc-eun-166
2,AMS-IX,Haarlem,pxc-evo-169,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,4,2+pxc-evo-169
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1b-eqb.sth.netnod.se,,,,,194.68.128.0/24/24,2001:7f8:d:fe::/64/64,1,15,5+co1b-eqb.sth.netnod.se
2,AMS-IX,Haarlem,pxc-evo-162,,,,,80.249.208.0/21,2001:7f8:1::/64,1,7,2+pxc-evo-162
2,AMS-IX,Amsterdam,pxc-nik-112,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,10,2+pxc-nik-112
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-ixa.sth.netnod.se,,,,,194.68.128.0/24/24,2001:7f8:d:fe::/64/64,1,13,5+ag1g-ixa.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-glo-117,,,,,80.249.208.0/21,2001:7f8:1::/64,1,4,2+pxc-glo-117
2,AMS-IX,Amsterdam,pxc-nik-116,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,11,2+pxc-nik-116
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-kn7.sth.netnod.se,,,,,194.68.128.0/24/24,2001:7f8:d:fe::/64/64,1,11,5+ag1g-kn7.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-glo-149,,,,,80.249.208.0/21,2001:7f8:1::/64,1,12,2+pxc-glo-149
2,AMS-IX,Amsterdam,pxc-tc5-156,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,15,2+pxc-tc5-156
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1g-stc.sth.netnod.se,,,,,194.68.128.0/24/24,2001:7f8:d:fe::/64/64,1,6,5+co1g-stc.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-ixn-124,,,,,80.249.208.0/21,2001:7f8:1::/64,1,15,2+pxc-ixn-124
2,AMS-IX,Amsterdam,pxc-tc5-159,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,11,2+pxc-tc5-159
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-eqb.sth.netnod.se,,,,,195.69.119.0/24/24,2001:7f8:d:fb::/64/64,1,19,5+ag1g-eqb.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-ixn-161,,,,,80.249.208.0/21,2001:7f8:1::/64,1,12,2+pxc-ixn-161
2,AMS-IX,Amsterdam,pxc-tc5-163,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,9,2+pxc-tc5-163
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-stb.sth.netnod.se,,,,,195.69.119.0/24/24,2001:7f8:d:fb::/64/64,1,17,5+ag1b-stb.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-nik-112,,,,,80.249.208.0/21,2001:7f8:1::/64,1,10,2+pxc-nik-112
2,AMS-IX,Amsterdam,pxc-tel-105,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,3,2+pxc-tel-105
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1b-stb.sth.netnod.se,,,,,195.69.119.0/24/24,2001:7f8:d:fb::/64/64,1,5,5+co1b-stb.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-tel-105,,,,,80.249.208.0/21,2001:7f8:1::/64,1,3,2+pxc-tel-105
2,AMS-IX,Amsterdam,pxc-tel-115,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,6,2+pxc-tel-115
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-stc.sth.netnod.se,,,,,195.69.119.0/24/24,2001:7f8:d:fb::/64/64,1,12,5+ag1g-stc.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-tel-106,,,,,80.249.208.0/21,2001:7f8:1::/64,1,2,2+pxc-tel-106
2,AMS-IX,Amsterdam,pxc-tel-141,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,8,2+pxc-tel-141
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1g-stc.sth.netnod.se,,,,,195.69.119.0/24/24,2001:7f8:d:fb::/64/64,1,6,5+co1g-stc.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-tel-115,,,,,80.249.208.0/21,2001:7f8:1::/64,1,6,2+pxc-tel-115
2,AMS-IX,Amsterdam,edge-glo-013,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,5,2+edge-glo-013
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-eqb.sth.netnod.se,,,,,194.68.123.0/24/24,2001:7f8:d:ff::/64/64,1,19,5+ag1g-eqb.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-tel-121,,,,,80.249.208.0/21,2001:7f8:1::/64,1,3,2+pxc-tel-121
2,AMS-IX,Amsterdam,pxc-nik-146,,,,,195.69.144.128/26,,1,22,2+pxc-nik-146
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1g-eqb.sth.netnod.se,,,,,194.68.123.0/24/24,2001:7f8:d:ff::/64/64,1,13,5+co1g-eqb.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-tel-140,,,,,80.249.208.0/21,2001:7f8:1::/64,1,9,2+pxc-tel-140
2,AMS-IX,Amsterdam,pxc-sar-101,,,,,195.69.144.128/26,,1,8,2+pxc-sar-101
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-gcs.sth.netnod.se,,,,,194.68.123.0/24/24,2001:7f8:d:ff::/64/64,1,1,5+ag1b-gcs.sth.netnod.se
2,AMS-IX,Amsterdam,edge-glo-013,,,,,80.249.208.0/21,2001:7f8:1::/64,1,5,2+edge-glo-013
2,AMS-IX,Amsterdam,pxc-sar-102,,,,,195.69.144.128/26,,1,6,2+pxc-sar-102
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-ixa.sth.netnod.se,,,,,194.68.123.0/24/24,2001:7f8:d:ff::/64/64,1,13,5+ag1g-ixa.sth.netnod.se
2,AMS-IX,Rotterdam,edge-smt-022,,,,,80.249.208.0/21,2001:7f8:1::/64,1,1,2+edge-smt-022
2,AMS-IX,Amsterdam,edge-eqx-015,,,,,195.69.144.128/26,,1,7,2+edge-eqx-015
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1g-ixa.sth.netnod.se,,,,,194.68.123.0/24/24,2001:7f8:d:ff::/64/64,1,11,5+co1g-ixa.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-nik-126,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,25,2+pxc-nik-126
2,AMS-IX,Amsterdam,pxc-eq3-171,,,,,195.69.144.128/26,,1,6,2+pxc-eq3-171
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-kn7.sth.netnod.se,,,,,194.68.123.0/24/24,2001:7f8:d:ff::/64/64,1,11,5+ag1g-kn7.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-nik-133,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,20,2+pxc-nik-133
2,AMS-IX,Amsterdam,pxc-sar-111,,,,,195.69.144.128/26,,1,13,2+pxc-sar-111
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-ksg.sth.netnod.se,,,,,194.68.123.0/24/24,2001:7f8:d:ff::/64/64,1,5,5+ag1b-ksg.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-nik-146,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,22,2+pxc-nik-146
2,AMS-IX,Amsterdam,edge-eun-014,,,,,195.69.144.128/26,,1,4,2+edge-eun-014
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1g-stc.sth.netnod.se,,,,,194.68.123.0/24/24,2001:7f8:d:ff::/64/64,1,6,5+co1g-stc.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-sar-114,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,12,2+pxc-sar-114
2,AMS-IX,Haarlem,edge-evo-018,,,,,195.69.144.128/26,,1,2,2+edge-evo-018
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-vst.sth.netnod.se,,,,,194.68.123.0/24/24,2001:7f8:d:ff::/64/64,1,11,5+ag1b-vst.sth.netnod.se
2,AMS-IX,Amsterdam,edge-ixn-016,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,3,2+edge-ixn-016
2,AMS-IX,Amsterdam,pxc-sar-114,,,,,195.69.144.128/26,,1,12,2+pxc-sar-114
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-vst.sth.netnod.se,,,,,194.68.123.0/24/24,2001:7f8:d:ff::/64/64,1,7,5+ag1g-vst.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-sar-134,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,13,2+pxc-sar-134
2,AMS-IX,Amsterdam,pxc-sar-148,,,,,195.69.144.128/26,,1,17,2+pxc-sar-148
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-eqb.sth.netnod.se,,,,,195.245.240.0/24/24,2001:7f8:d:fc::/64/64,1,17,5+ag1b-eqb.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-sar-148,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,17,2+pxc-sar-148
2,AMS-IX,Amsterdam,pxc-tc4-150,,,,,195.69.144.128/26,,1,1,2+pxc-tc4-150
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1g-eqb.sth.netnod.se,,,,,195.245.240.0/24/24,2001:7f8:d:fc::/64/64,1,13,5+co1g-eqb.sth.netnod.se
2,AMS-IX,Amsterdam,edge-sar-010,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,10,2+edge-sar-010
2,AMS-IX,Amsterdam,pxc-tc5-144,,,,,195.69.144.128/26,,1,17,2+pxc-tc5-144
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-gcs.sth.netnod.se,,,,,195.245.240.0/24/24,2001:7f8:d:fc::/64/64,1,1,5+ag1b-gcs.sth.netnod.se
2,AMS-IX,Amsterdam,stub-nik-341,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,1,2+stub-nik-341
2,AMS-IX,Amsterdam,pxc-tc5-151,,,,,195.69.144.128/26,,1,15,2+pxc-tc5-151
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1b-ixa.sth.netnod.se,,,,,195.245.240.0/24/24,2001:7f8:d:fc::/64/64,1,8,5+co1b-ixa.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-tel-152,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,10,2+pxc-tel-152
2,AMS-IX,Amsterdam,edge-sar-010,,,,,195.69.144.128/26,,1,10,2+edge-sar-010
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1g-ixa.sth.netnod.se,,,,,195.245.240.0/24/24,2001:7f8:d:fc::/64/64,1,11,5+co1g-ixa.sth.netnod.se
2,AMS-IX,Amsterdam,edge-eq3-020,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,9,2+edge-eq3-020
2,AMS-IX,Amsterdam,pxc-tel-152,,,,,195.69.144.128/26,,1,10,2+pxc-tel-152
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-ksg.sth.netnod.se,,,,,195.245.240.0/24/24,2001:7f8:d:fc::/64/64,1,5,5+ag1b-ksg.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-dr1-173,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,14,2+pxc-dr1-173
2,AMS-IX,Amsterdam,pxc-eq3-153,,,,,195.69.144.128/26,,1,20,2+pxc-eq3-153
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-stb.sth.netnod.se,,,,,195.245.240.0/24/24,2001:7f8:d:fc::/64/64,1,17,5+ag1b-stb.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-eq3-153,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,20,2+pxc-eq3-153
2,AMS-IX,Amsterdam,pxc-eqx-132,,,,,195.69.144.128/26,,1,2,2+pxc-eqx-132
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1b-stb.sth.netnod.se,,,,,195.245.240.0/24/24,2001:7f8:d:fc::/64/64,1,5,5+co1b-stb.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-eqx-118,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,6,2+pxc-eqx-118
2,AMS-IX,Haarlem,pxc-evo-157,,,,,195.69.144.128/26,,1,10,2+pxc-evo-157
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-eqb.sth.netnod.se,,,,,194.68.133.0/24/24,2001:7f8:d:300::/64/64,1,19,5+ag1g-eqb.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-eqx-132,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,2,2+pxc-eqx-132
2,AMS-IX,Haarlem,pxc-evo-169,,,,,195.69.144.128/26,,1,4,2+pxc-evo-169
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1g-eqb.sth.netnod.se,,,,,194.68.133.0/24/24,2001:7f8:d:300::/64/64,1,13,5+co1g-eqb.sth.netnod.se
2,AMS-IX,Haarlem,pxc-evo-162,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,7,2+pxc-evo-162
2,AMS-IX,Amsterdam,pxc-ixn-161,,,,,195.69.144.128/26,,1,12,2+pxc-ixn-161
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-gcs.sth.netnod.se,,,,,194.68.133.0/24/24,2001:7f8:d:300::/64/64,1,1,5+ag1b-gcs.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-ixn-161,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,12,2+pxc-ixn-161
2,AMS-IX,Amsterdam,pxc-ixn-172,,,,,195.69.144.128/26,,1,6,2+pxc-ixn-172
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-ixa.sth.netnod.se,,,,,194.68.133.0/24/24,2001:7f8:d:300::/64/64,1,16,5+ag1b-ixa.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-tc6-164,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,14,2+pxc-tc6-164
2,AMS-IX,Amsterdam,pxc-tc5-163,,,,,195.69.144.128/26,,1,9,2+pxc-tc5-163
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-ksg.sth.netnod.se,,,,,194.68.133.0/24/24,2001:7f8:d:300::/64/64,1,5,5+ag1b-ksg.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-tel-106,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,2,2+pxc-tel-106
2,AMS-IX,Amsterdam,pxc-tel-105,,,,,195.69.144.128/26,,1,3,2+pxc-tel-105
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1g-stc.sth.netnod.se,,,,,194.68.133.0/24/24,2001:7f8:d:300::/64/64,1,6,5+co1g-stc.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-tel-125,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,14,2+pxc-tel-125
2,AMS-IX,Amsterdam,pxc-tel-140,,,,,195.69.144.128/26,,1,9,2+pxc-tel-140
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-eqb.sth.netnod.se,,,,,194.68.135.0/24/24,2001:7f8:d:301::/64/64,1,17,5+ag1b-eqb.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-tel-140,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,9,2+pxc-tel-140
2,AMS-IX,Naaldwijk,edge-grn-023,,,,,195.69.144.128/26,,1,1,2+edge-grn-023
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1g-eqb.sth.netnod.se,,,,,194.68.135.0/24/24,2001:7f8:d:301::/64/64,1,13,5+co1g-eqb.sth.netnod.se
2,AMS-IX,Rotterdam,edge-smt-022,,,,,193.105.101.0/25,2001:7f8:86:1::/64,1,1,2+edge-smt-022
2,AMS-IX,Amsterdam,pxc-nik-146,,,,,195.69.144.0/26,,1,22,2+pxc-nik-146
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1b-ixa.sth.netnod.se,,,,,194.68.135.0/24/24,2001:7f8:d:301::/64/64,1,8,5+co1b-ixa.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-nik-127,,,,,195.69.144.128/26,,1,21,2+pxc-nik-127
2,AMS-IX,Amsterdam,pxc-sar-101,,,,,195.69.144.0/26,,1,8,2+pxc-sar-101
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-kn7.sth.netnod.se,,,,,194.68.135.0/24/24,2001:7f8:d:301::/64/64,1,11,5+ag1g-kn7.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-sar-134,,,,,195.69.144.128/26,,1,13,2+pxc-sar-134
2,AMS-IX,Amsterdam,edge-eqx-015,,,,,195.69.144.0/26,,1,7,2+edge-eqx-015
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-stb.sth.netnod.se,,,,,194.68.135.0/24/24,2001:7f8:d:301::/64/64,1,17,5+ag1b-stb.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-tc4-136,,,,,195.69.144.128/26,,1,3,2+pxc-tc4-136
2,AMS-IX,Haarlem,edge-evo-018,,,,,195.69.144.0/26,,1,2,2+edge-evo-018
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-stc.sth.netnod.se,,,,,194.68.135.0/24/24,2001:7f8:d:301::/64/64,1,12,5+ag1g-stc.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-tel-138,,,,,195.69.144.128/26,,1,11,2+pxc-tel-138
2,AMS-IX,Amsterdam,edge-tc5-019,,,,,195.69.144.0/26,,1,8,2+edge-tc5-019
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-vst.sth.netnod.se,,,,,194.68.135.0/24/24,2001:7f8:d:301::/64/64,1,11,5+ag1b-vst.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-tel-147,,,,,195.69.144.128/26,,1,6,2+pxc-tel-147
2,AMS-IX,Amsterdam,pxc-tel-152,,,,,195.69.144.0/26,,1,10,2+pxc-tel-152
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-eqb.sth.netnod.se,,,,,194.68.131.64/26/26,2001:7f8:d:400::/64/64,1,17,5+ag1b-eqb.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-tel-158,,,,,195.69.144.128/26,,1,13,2+pxc-tel-158
2,AMS-IX,Amsterdam,pxc-dr1-173,,,,,195.69.144.0/26,,1,14,2+pxc-dr1-173
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-ixa.sth.netnod.se,,,,,194.68.131.64/26/26,2001:7f8:d:400::/64/64,1,16,5+ag1b-ixa.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-eq3-145,,,,,195.69.144.128/26,,1,12,2+pxc-eq3-145
2,AMS-IX,Amsterdam,pxc-eq3-145,,,,,195.69.144.0/26,,1,12,2+pxc-eq3-145
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-ixa.sth.netnod.se,,,,,194.68.131.64/26/26,2001:7f8:d:400::/64/64,1,13,5+ag1g-ixa.sth.netnod.se
